5406:01-16 17:19:10.632  6269  6269 W Looper  : Slow Looper main: Activity com.android.todolist/.MainActivity is 395ms late (wall=0ms running=0ms ClientTransaction{ callbacks=[android.app.servertransaction.TopResumedActivityChangeItem] }) because of 2 msg, msg 1 took 194ms (seq=2 running=177ms runnable=2ms io=1ms late=1ms h=android.app.ActivityThread$H w=110), msg 2 took 228ms (seq=3 running=201ms runnable=3ms io=5ms late=167ms h=android.app.ActivityThread$H w=159)
7720:01-16 17:52:28.560  1801 14461 I ActivityTaskManager: START u0 {act=android.settings.APPLICATION_DETAILS_SETTINGS dat=package:com.android.todolist flg=0x10008000 cmp=com.android.settings/.applications.InstalledAppDetails} from uid 10025
53467:01-16 19:21:32.890  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@a45e646
53486:01-16 19:21:32.923 19066 19066 I AndroidIME: AbstractIme.onActivate():86 LatinIme.onActivate() : EditorInfo = inputType=Text imeActionName=DONE dump=[inputType=0x61 imeOptions=0x6 privateImeOptions=null actionLabel=null actionId=0 initialSelStart=0 initialSelEnd=0 initialCapsMode=0x0 hintText=Name list label=null packageName=com.android.todolist fieldId=2131230821 fieldName=null extras=null hintLocales=null contentMimeTypes=null ], IncognitoMode = false, DeviceLocked = false
53517:01-16 19:21:32.945 20598 27810 W okt     : Infinite Data has no result for com.android.todolist [CONTEXT service_id=177 ]
53523:01-16 19:21:32.961 20598 28396 W okt     : Infinite Data has no result for com.android.todolist [CONTEXT service_id=177 ]
53734:01-16 19:21:38.858  1801  6328 E InputDispatcher: Window handle Window{5a1aae3 u0 com.android.todolist/com.android.todolist.MainActivity} has no registered input channel
53737:01-16 19:21:38.871  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@a45e646
53738:01-16 19:21:38.873  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@a45e646
53739:01-16 19:21:38.874  1801  1846 E InputDispatcher: Window handle Window{5a1aae3 u0 com.android.todolist/com.android.todolist.MainActivity} has no registered input channel
53740:01-16 19:21:38.880  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@a45e646
54375:01-16 19:22:33.439  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@a45e646
54376:01-16 19:22:33.442  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@a45e646
54532:01-16 19:22:34.787  1801  4995 E InputDispatcher: Window handle Window{d7524c0 u0 com.android.todolist/com.android.todolist.MainActivity} has no registered input channel
54540:01-16 19:22:34.805  1801  1846 E InputDispatcher: Window handle Window{d7524c0 u0 com.android.todolist/com.android.todolist.MainActivity} has no registered input channel
54612:01-16 19:22:35.282  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@a45e646
54613:01-16 19:22:35.289  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@a45e646
54619:01-16 19:22:35.309  1801  3763 I ActivityTaskManager: START u0 {cmp=com.android.todolist/.ListActivity (has extras)} from uid 10408
54628:01-16 19:22:35.326  4676  4676 I Toast   : Show toast from OpPackageName:com.android.todolist, PackageName:com.android.todolist
54629:01-16 19:22:35.328  1801  1846 I ActivityTaskManager: The Process com.android.todolist Already Exists in BG. So sending its PID: 4676
54646:01-16 19:22:35.368  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@4dfdb9d
54647:01-16 19:22:35.369  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@4dfdb9d
54652:01-16 19:22:35.394  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@4dfdb9d
54653:01-16 19:22:35.396  4676  4676 I chatty  : uid=10408(com.android.todolist) identical 2 lines
54654:01-16 19:22:35.397  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@4dfdb9d
54658:01-16 19:22:35.408  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@4dfdb9d
54659:01-16 19:22:35.409  4676  4676 I chatty  : uid=10408(com.android.todolist) identical 1 line
54660:01-16 19:22:35.412  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@4dfdb9d
54666:01-16 19:22:35.437  3653  3653 D RecentsImpl: mActivityStateObserver com.android.todolist.ListActivity
54667:01-16 19:22:35.437  3653  3653 W RecentsImpl: onResumed className=com.android.todolist.ListActivity   mIsInAnotherPro=false
54677:01-16 19:22:35.470  1801  1946 I ActivityTaskManager: Displayed com.android.todolist/.ListActivity: +162ms
54746:01-16 19:22:35.966  1801  1937 I Timeline: Timeline: Activity_windows_visible id: ActivityRecord{edf44d9 u0 com.android.todolist/.ListActivity t12344} time:81432146
54798:01-16 19:22:36.537 19066 19066 I AndroidIME: AbstractIme.onActivate():86 LatinIme.onActivate() : EditorInfo = inputType=Text imeActionName=DONE dump=[inputType=0x61 imeOptions=0x6 privateImeOptions=null actionLabel=null actionId=0 initialSelStart=0 initialSelEnd=0 initialCapsMode=0x0 hintText=New task label=null packageName=com.android.todolist fieldId=2131230877 fieldName=null extras=null hintLocales=null contentMimeTypes=null ], IncognitoMode = false, DeviceLocked = false
54830:01-16 19:22:36.555 20598 27811 W okt     : Infinite Data has no result for com.android.todolist [CONTEXT service_id=177 ]
54833:01-16 19:22:36.555 20598  5556 W okt     : Infinite Data has no result for com.android.todolist [CONTEXT service_id=177 ]
54843:01-16 19:22:36.565 20598  4885 W okt     : Infinite Data has no result for com.android.todolist [CONTEXT service_id=177 ]
54847:01-16 19:22:36.571 20598  4885 W okt     : Infinite Data has no result for com.android.todolist [CONTEXT service_id=177 ]
54985:01-16 19:22:37.341  1801  1846 W NotificationService: Toast already killed. pkg=com.android.todolist callback=android.app.ITransientNotification$Stub$Proxy@c64582f
55035:01-16 19:22:37.848  1801  1846 I ActivityTaskManager: START u0 {cmp=com.android.todolist/.MainActivity} from uid 10408
55045:01-16 19:22:37.864  1801 15259 I ActivityTaskManager: The Process com.android.todolist Already Exists in BG. So sending its PID: 4676
55051:01-16 19:22:37.876  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@4275ffa
55052:01-16 19:22:37.877  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@4275ffa
55057:01-16 19:22:37.879  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@4275ffa
55058:01-16 19:22:37.887  4676  4676 I chatty  : uid=10408(com.android.todolist) identical 8 lines
55059:01-16 19:22:37.893  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@4275ffa
55063:01-16 19:22:37.894  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@4275ffa
55064:01-16 19:22:37.898  4676  4676 I chatty  : uid=10408(com.android.todolist) identical 3 lines
55065:01-16 19:22:37.899  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@4275ffa
55068:01-16 19:22:37.914  3653  3653 D RecentsImpl: mActivityStateObserver com.android.todolist.MainActivity
55069:01-16 19:22:37.914  3653  3653 W RecentsImpl: onResumed className=com.android.todolist.MainActivity   mIsInAnotherPro=false
55070:01-16 19:22:37.922  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@4275ffa
55071:01-16 19:22:37.923  4676  4676 I chatty  : uid=10408(com.android.todolist) identical 1 line
55072:01-16 19:22:37.924  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@4275ffa
55075:01-16 19:22:37.929  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@4275ffa
55078:01-16 19:22:37.930  4676  4676 I chatty  : uid=10408(com.android.todolist) identical 1 line
55079:01-16 19:22:37.931  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@4275ffa
55082:01-16 19:22:37.949  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@4275ffa
55083:01-16 19:22:37.959  4676  4676 I chatty  : uid=10408(com.android.todolist) identical 7 lines
55084:01-16 19:22:37.960  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@4275ffa
55087:01-16 19:22:37.963  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@4275ffa
55088:01-16 19:22:37.968  4676  4676 I chatty  : uid=10408(com.android.todolist) identical 6 lines
55089:01-16 19:22:37.970  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@4275ffa
55093:01-16 19:22:37.988  1801  1946 I ActivityTaskManager: Displayed com.android.todolist/.MainActivity: +139ms
55167:01-16 19:22:38.494  1801  1937 I Timeline: Timeline: Activity_windows_visible id: ActivityRecord{f14db41 u0 com.android.todolist/.MainActivity t12344} time:81434674
55235:01-16 19:22:39.859  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@4275ffa
55236:01-16 19:22:39.860  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@4275ffa
55364:01-16 19:22:40.623  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@4275ffa
55384:01-16 19:22:40.659 19066 19066 I AndroidIME: AbstractIme.onActivate():86 LatinIme.onActivate() : EditorInfo = inputType=Text imeActionName=DONE dump=[inputType=0x61 imeOptions=0x6 privateImeOptions=null actionLabel=null actionId=0 initialSelStart=0 initialSelEnd=0 initialCapsMode=0x0 hintText=Name list label=null packageName=com.android.todolist fieldId=2131230821 fieldName=null extras=null hintLocales=null contentMimeTypes=null ], IncognitoMode = false, DeviceLocked = false
55397:01-16 19:22:40.662 20598  4885 W okt     : Infinite Data has no result for com.android.todolist [CONTEXT service_id=177 ]
55406:01-16 19:22:40.665 20598  5555 W okt     : Infinite Data has no result for com.android.todolist [CONTEXT service_id=177 ]
55662:01-16 19:22:43.796 19066 19066 I AndroidIME: AbstractIme.onActivate():86 LatinIme.onActivate() : EditorInfo = inputType=Text imeActionName=DONE dump=[inputType=0x61 imeOptions=0x6 privateImeOptions=null actionLabel=null actionId=0 initialSelStart=0 initialSelEnd=0 initialCapsMode=0x0 hintText=Name list label=null packageName=com.android.todolist fieldId=2131230821 fieldName=null extras=null hintLocales=null contentMimeTypes=null ], IncognitoMode = false, DeviceLocked = false
55978:01-16 19:22:48.271  1801  3687 E InputDispatcher: Window handle Window{b88bc07 u0 com.android.todolist/com.android.todolist.MainActivity} has no registered input channel
55979:01-16 19:22:48.274  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@4275ffa
55980:01-16 19:22:48.276  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@4275ffa
55984:01-16 19:22:48.282  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@4275ffa
56116:01-16 19:22:48.966  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@4275ffa
56117:01-16 19:22:48.967  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@4275ffa
56122:01-16 19:22:48.978  1801  3687 I ActivityTaskManager: START u0 {cmp=com.android.todolist/.ListActivity (has extras)} from uid 10408
56131:01-16 19:22:48.995  4676  4676 I Toast   : Show toast from OpPackageName:com.android.todolist, PackageName:com.android.todolist
56132:01-16 19:22:48.996  1801  3659 I ActivityTaskManager: The Process com.android.todolist Already Exists in BG. So sending its PID: 4676
56153:01-16 19:22:49.025  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@630bafa
56154:01-16 19:22:49.035  4676  4676 I chatty  : uid=10408(com.android.todolist) identical 4 lines
56155:01-16 19:22:49.035  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@630bafa
56158:01-16 19:22:49.041  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@630bafa
56159:01-16 19:22:49.042  4676  4676 I chatty  : uid=10408(com.android.todolist) identical 1 line
56160:01-16 19:22:49.043  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@630bafa
56163:01-16 19:22:49.059  3653  3653 D RecentsImpl: mActivityStateObserver com.android.todolist.ListActivity
56164:01-16 19:22:49.059  3653  3653 W RecentsImpl: onResumed className=com.android.todolist.ListActivity   mIsInAnotherPro=false
56172:01-16 19:22:49.091  1801  1946 I ActivityTaskManager: Displayed com.android.todolist/.ListActivity: +111ms
56236:01-16 19:22:49.600  1801  1937 I Timeline: Timeline: Activity_windows_visible id: ActivityRecord{78746c1 u0 com.android.todolist/.ListActivity t12344} time:81445780
56288:01-16 19:22:50.337 19066 19066 I AndroidIME: AbstractIme.onActivate():86 LatinIme.onActivate() : EditorInfo = inputType=Text imeActionName=DONE dump=[inputType=0x61 imeOptions=0x6 privateImeOptions=null actionLabel=null actionId=0 initialSelStart=0 initialSelEnd=0 initialCapsMode=0x0 hintText=New task label=null packageName=com.android.todolist fieldId=2131230877 fieldName=null extras=null hintLocales=null contentMimeTypes=null ], IncognitoMode = false, DeviceLocked = false
56341:01-16 19:22:50.405 20598  5625 W okt     : Infinite Data has no result for com.android.todolist [CONTEXT service_id=177 ]
56347:01-16 19:22:50.411 20598  5555 W okt     : Infinite Data has no result for com.android.todolist [CONTEXT service_id=177 ]
56422:01-16 19:22:51.010  1801  3687 W NotificationService: Toast already killed. pkg=com.android.todolist callback=android.app.ITransientNotification$Stub$Proxy@b0e3505
56533:01-16 19:22:53.023  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@630bafa
56535:01-16 19:22:53.024  4676  4676 I chatty  : uid=10408(com.android.todolist) identical 1 line
56536:01-16 19:22:53.028  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@630bafa
56611:01-16 19:22:53.780 19066 19066 I AndroidIME: AbstractIme.onActivate():86 LatinIme.onActivate() : EditorInfo = inputType=Text imeActionName=NEXT dump=[inputType=0x61 imeOptions=0x8000005 privateImeOptions=null actionLabel=null actionId=0 initialSelStart=5 initialSelEnd=5 initialCapsMode=0x0 hintText=New task label=null packageName=com.android.todolist fieldId=2131230877 fieldName=null extras=null hintLocales=null contentMimeTypes=null ], IncognitoMode = false, DeviceLocked = false
56804:01-16 19:22:56.146  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@630bafa
56807:01-16 19:22:56.147  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@630bafa
56811:01-16 19:22:56.151  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@630bafa
56891:01-16 19:22:57.754  1801  3763 I ActivityTaskManager: START u0 {cmp=com.android.todolist/.MainActivity} from uid 10408
56900:01-16 19:22:57.770  1801  3763 I ActivityTaskManager: The Process com.android.todolist Already Exists in BG. So sending its PID: 4676
56910:01-16 19:22:57.786  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@b477e08
56911:01-16 19:22:57.794  4676  4676 I chatty  : uid=10408(com.android.todolist) identical 10 lines
56912:01-16 19:22:57.797  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@b477e08
56916:01-16 19:22:57.799  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@b477e08
56917:01-16 19:22:57.803  4676  4676 I chatty  : uid=10408(com.android.todolist) identical 3 lines
56918:01-16 19:22:57.803  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@b477e08
56921:01-16 19:22:57.820  3653  3653 D RecentsImpl: mActivityStateObserver com.android.todolist.MainActivity
56922:01-16 19:22:57.820  3653  3653 W RecentsImpl: onResumed className=com.android.todolist.MainActivity   mIsInAnotherPro=false
56923:01-16 19:22:57.825  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@b477e08
56924:01-16 19:22:57.831  4676  4676 I chatty  : uid=10408(com.android.todolist) identical 4 lines
56925:01-16 19:22:57.833  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@b477e08
56928:01-16 19:22:57.835  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@b477e08
56931:01-16 19:22:57.835  4676  4676 I chatty  : uid=10408(com.android.todolist) identical 1 line
56932:01-16 19:22:57.836  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@b477e08
56935:01-16 19:22:57.851  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@b477e08
56936:01-16 19:22:57.863  4676  4676 I chatty  : uid=10408(com.android.todolist) identical 10 lines
56937:01-16 19:22:57.864  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@b477e08
56939:01-16 19:22:57.866  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@b477e08
56941:01-16 19:22:57.867  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@b477e08
56942:01-16 19:22:57.868  4676  4676 I chatty  : uid=10408(com.android.todolist) identical 2 lines
56943:01-16 19:22:57.869  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@b477e08
56947:01-16 19:22:57.889  1801  1946 I ActivityTaskManager: Displayed com.android.todolist/.MainActivity: +134ms
57007:01-16 19:22:58.384  1801  1937 I Timeline: Timeline: Activity_windows_visible id: ActivityRecord{8e8e3 u0 com.android.todolist/.MainActivity t12344} time:81454564
57030:01-16 19:22:59.033  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@b477e08
57031:01-16 19:22:59.035  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@b477e08
57036:01-16 19:22:59.053  1801  4982 I ActivityTaskManager: START u0 {cmp=com.android.todolist/.ListActivity (has extras)} from uid 10408
57043:01-16 19:22:59.069  4676  4676 I Toast   : Show toast from OpPackageName:com.android.todolist, PackageName:com.android.todolist
57044:01-16 19:22:59.071  1801  4982 I ActivityTaskManager: The Process com.android.todolist Already Exists in BG. So sending its PID: 4676
57060:01-16 19:22:59.096  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@8919893
57061:01-16 19:22:59.105  4676  4676 I chatty  : uid=10408(com.android.todolist) identical 4 lines
57062:01-16 19:22:59.105  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@8919893
57065:01-16 19:22:59.111  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@8919893
57066:01-16 19:22:59.112  4676  4676 I chatty  : uid=10408(com.android.todolist) identical 1 line
57067:01-16 19:22:59.114  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@8919893
57070:01-16 19:22:59.130  3653  3653 D RecentsImpl: mActivityStateObserver com.android.todolist.ListActivity
57071:01-16 19:22:59.130  3653  3653 W RecentsImpl: onResumed className=com.android.todolist.ListActivity   mIsInAnotherPro=false
57072:01-16 19:22:59.136  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@8919893
57073:01-16 19:22:59.140  4676  4676 I chatty  : uid=10408(com.android.todolist) identical 4 lines
57074:01-16 19:22:59.142  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@8919893
57082:01-16 19:22:59.168  1801  1946 I ActivityTaskManager: Displayed com.android.todolist/.ListActivity: +117ms
57145:01-16 19:22:59.657  1801  1937 I Timeline: Timeline: Activity_windows_visible id: ActivityRecord{4a0a528 u0 com.android.todolist/.ListActivity t12344} time:81455837
57176:01-16 19:22:59.992  4676  4764 W RenderInspector: DequeueBuffer time out on com.android.todolist/com.android.todolist.ListActivity, count=1, avg=18 ms, max=18 ms.
57214:01-16 19:23:00.868  1801  3687 I ActivityTaskManager: START u0 {cmp=com.android.todolist/.MainActivity} from uid 10408
57220:01-16 19:23:00.883  1801  4982 I ActivityTaskManager: The Process com.android.todolist Already Exists in BG. So sending its PID: 4676
57228:01-16 19:23:00.894  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@185487b
57229:01-16 19:23:00.901  4676  4676 I chatty  : uid=10408(com.android.todolist) identical 8 lines
57230:01-16 19:23:00.902  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@185487b
57233:01-16 19:23:00.903  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@185487b
57234:01-16 19:23:00.912  4676  4676 I chatty  : uid=10408(com.android.todolist) identical 5 lines
57235:01-16 19:23:00.912  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@185487b
57238:01-16 19:23:00.926  3653  3653 D RecentsImpl: mActivityStateObserver com.android.todolist.MainActivity
57239:01-16 19:23:00.926  3653  3653 W RecentsImpl: onResumed className=com.android.todolist.MainActivity   mIsInAnotherPro=false
57240:01-16 19:23:00.931  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@185487b
57241:01-16 19:23:00.932  4676  4676 I chatty  : uid=10408(com.android.todolist) identical 1 line
57242:01-16 19:23:00.933  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@185487b
57245:01-16 19:23:00.936  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@185487b
57248:01-16 19:23:00.940  4676  4676 I chatty  : uid=10408(com.android.todolist) identical 4 lines
57249:01-16 19:23:00.941  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@185487b
57252:01-16 19:23:00.955  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@185487b
57253:01-16 19:23:00.966  4676  4676 I chatty  : uid=10408(com.android.todolist) identical 10 lines
57254:01-16 19:23:00.967  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@185487b
57256:01-16 19:23:00.969  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@185487b
57258:01-16 19:23:00.969  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@185487b
57259:01-16 19:23:00.970  4676  4676 I chatty  : uid=10408(com.android.todolist) identical 2 lines
57260:01-16 19:23:00.971  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@185487b
57264:01-16 19:23:00.989  1801  1946 I ActivityTaskManager: Displayed com.android.todolist/.MainActivity: +120ms
57276:01-16 19:23:01.061  1801  3687 W NotificationService: Toast already killed. pkg=com.android.todolist callback=android.app.ITransientNotification$Stub$Proxy@a172bce
57331:01-16 19:23:01.483  1801  1937 I Timeline: Timeline: Activity_windows_visible id: ActivityRecord{69cf7d2 u0 com.android.todolist/.MainActivity t12344} time:81457663
57360:01-16 19:23:02.209  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@185487b
57362:01-16 19:23:02.228  1801  3687 I ActivityTaskManager: START u0 {cmp=com.android.todolist/.ListActivity (has extras)} from uid 10408
57363:01-16 19:23:02.211  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@185487b
57369:01-16 19:23:02.243  4676  4676 I Toast   : Show toast from OpPackageName:com.android.todolist, PackageName:com.android.todolist
57370:01-16 19:23:02.245  1801  3687 I ActivityTaskManager: The Process com.android.todolist Already Exists in BG. So sending its PID: 4676
57387:01-16 19:23:02.271  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@4c82d89
57388:01-16 19:23:02.272  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@4c82d89
57392:01-16 19:23:02.279  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@4c82d89
57393:01-16 19:23:02.286  4676  4676 I chatty  : uid=10408(com.android.todolist) identical 5 lines
57394:01-16 19:23:02.287  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@4c82d89
57397:01-16 19:23:02.304  3653  3653 D RecentsImpl: mActivityStateObserver com.android.todolist.ListActivity
57398:01-16 19:23:02.304  3653  3653 W RecentsImpl: onResumed className=com.android.todolist.ListActivity   mIsInAnotherPro=false
57399:01-16 19:23:02.309  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@4c82d89
57400:01-16 19:23:02.309  4676  4676 I chatty  : uid=10408(com.android.todolist) identical 1 line
57401:01-16 19:23:02.310  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@4c82d89
57404:01-16 19:23:02.312  4676  4676 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.ListActivity@4c82d89
